,matches
13992,[]
56601,[]
47006,[]
36348,"[(16294, 0.7207262956805128), (50678, 0.716963007684642), (54760, 0.7023481693410942), (898, 0.698258020705821), (22270, 0.6926462523376223), (39123, 0.691710941159269), (18299, 0.6916662293768708), (54182, 0.6914847927393875), (15067, 0.6893703948508185), (53906, 0.6874474243976437), (12011, 0.6858444898615296), (49658, 0.6845479758535475), (45345, 0.6833638872195479), (49347, 0.67956704771295), (46838, 0.6782205323419205), (52809, 0.6756193071830571), (47061, 0.6731408239302274), (9361, 0.6704693657698988), (34546, 0.6701625547060673), (22242, 0.6700396756309048), (53546, 0.6696838271257354), (13443, 0.6695997694811234), (43999, 0.6613145481685655), (57539, 0.6601676911852915), (27916, 0.6591268288017874), (52359, 0.6581805905448068), (2473, 0.6566442320053612), (35676, 0.6560627478091627), (34196, 0.6534434882649828), (22397, 0.6530002026760794), (25748, 0.651716101308638), (54751, 0.6506471823986096)]"
46985,[]
45085,"[(7576, 0.7083900473878003), (12686, 0.7049355180506989), (11887, 0.7003274230057599), (46353, 0.6753653813418109), (22021, 0.6682483946436477), (23555, 0.6681375401814519), (33321, 0.6603466151740399), (6298, 0.6565241208589441), (49503, 0.6560511553308866), (52624, 0.6560065135009194), (11226, 0.6531712142291338), (906, 0.6502721467356379)]"
1389,"[(1811, 0.6943677931230798), (56986, 0.6849991807792883), (56445, 0.6675203447019545), (39096, 0.6635625689307448), (7784, 0.6627668736479059)]"
29284,[]
36449,[]
40649,"[(42675, 0.999999999999206), (13229, 0.999999999999206), (16340, 0.999999999999206), (2777, 0.9999999999991719), (3979, 0.9999999999991719), (7447, 0.9999999999991719), (33048, 0.9999999999991719), (55259, 0.9999999999991719), (39090, 0.9999999999991719)]"
58737,"[(46450, 0.6703427478985566), (40627, 0.6698478280503124), (58165, 0.6544623252232059), (37720, 0.6530205749205772)]"
12477,[]
48352,[]
10057,"[(25546, 0.747205437710972), (47020, 0.7233572915546104), (21373, 0.7214124539580972), (35596, 0.720093350352519), (36399, 0.7141251254543849), (49288, 0.707208491096096), (51726, 0.6937584835743277), (36089, 0.6906788168177752), (38737, 0.6753062795029455), (37078, 0.6735973602906496), (47061, 0.673217384155475), (57149, 0.672836055326701), (31816, 0.6721570205094084), (59377, 0.6718283467536927), (36515, 0.668351589327957), (45586, 0.6678358673846853), (2643, 0.6632269283275816), (9361, 0.6604781826815921), (16294, 0.659832115016649), (12011, 0.6579380675910496), (21108, 0.6555344437314993), (225, 0.6538829059990353), (51999, 0.6530893722236085), (25904, 0.6517340331726389), (7896, 0.6501458202460177)]"
18187,"[(42615, 0.6958881253869958), (23961, 0.6907186362801931), (36515, 0.6633895178740753), (1716, 0.6567017226837641), (57237, 0.652522529807573), (41085, 0.6507255126764372), (52376, 0.6502491216535765)]"
41943,[]
17417,"[(15199, 0.7164994214663876), (53701, 0.6749309925315201), (22397, 0.6582451461963855), (42439, 0.6520617882186339)]"
46939,"[(39095, 0.6968723438194628), (23671, 0.6937110291408503), (22592, 0.6927148419727482), (906, 0.6829491046430227), (6298, 0.6799934531553233), (7721, 0.6793065129124407), (19112, 0.6760571431881641), (34895, 0.6719282474132923), (32264, 0.66840453098978), (22814, 0.6669107109341402), (44610, 0.6609764219292931), (19938, 0.6574912498335971), (6141, 0.6569128456909064), (7291, 0.6567406991432045), (24292, 0.6558222046436745), (43320, 0.655689476506911), (1552, 0.6549510534783767), (22505, 0.654094332552383), (5988, 0.651590843937545), (8943, 0.6512972974516575), (1318, 0.6511368027856356), (58465, 0.650779399061613), (10644, 0.6506905001626658)]"
54908,[]
7935,"[(15413, 0.7135057313604973), (1168, 0.7132018590624085), (1716, 0.705809382678607), (5406, 0.6863657933851293), (44456, 0.6856701934282354), (12000, 0.6802093969354422), (23932, 0.6794883518152738), (55179, 0.6767243098811899), (22112, 0.6756472091155066), (2200, 0.6741294155739347), (45586, 0.6715924507622961), (19082, 0.6713616360921101), (56665, 0.6688370446115911), (49032, 0.6657167602854112), (42615, 0.6657110326614434), (23130, 0.6647009801850498), (4766, 0.6624483230232698), (16257, 0.6620498650665204), (36453, 0.6593107892193456), (22552, 0.6590169106162034), (38710, 0.6587911750444356), (51965, 0.6584014828676901), (27476, 0.6573434300955451), (50933, 0.6542907017591312), (24483, 0.6540260785443617), (9226, 0.6539142459813274), (4368, 0.6519145226343815), (29169, 0.6511667261039171)]"
15908,[]
8112,"[(12492, 0.6846963523328673), (14266, 0.653335483726857)]"
54116,"[(34196, 0.7319618772963372), (22452, 0.6982223842439166), (52577, 0.6943207570138489), (6059, 0.6933822137981213), (25690, 0.6932161449657961), (7881, 0.6920239350516313), (57744, 0.6864719437359497), (22397, 0.6854709338185558), (29145, 0.6761080430085015), (58002, 0.6669652717604827), (47036, 0.6624011933535108), (11380, 0.6623352456153094), (27916, 0.6622437848976633), (13064, 0.6566897614808328), (41555, 0.6555207784600474), (29315, 0.6543213370606142), (9361, 0.6530437418660868), (15138, 0.6520271884431555), (50639, 0.6511430398744459), (50678, 0.6507069402877728)]"
58252,"[(56681, 0.651702679015108), (22906, 0.6505262205028536)]"
34895,"[(58002, 0.6820090922331298), (46939, 0.6719282474132923), (47036, 0.6511509108852476)]"
30278,[]
8871,"[(54182, 0.7471513869849589), (7896, 0.735936815256746), (2864, 0.7357574806662002), (37113, 0.7254596190417005), (34196, 0.7247827920270525), (47020, 0.7206567701154978), (37078, 0.7093312560296318), (53546, 0.705463958672772), (46838, 0.6993684411352851), (2473, 0.6987733558410044), (16553, 0.6986673530340096), (1039, 0.69674414445188), (13313, 0.6944816325179634), (21826, 0.6937012010500835), (35676, 0.6934148593276102), (56189, 0.6923338869178117), (52359, 0.692149935622645), (18299, 0.6921285500810354), (14784, 0.6921034230674993), (50678, 0.6909255065538554), (42225, 0.6895717112321147), (49658, 0.6889554659869963), (56982, 0.6878479012884979), (17701, 0.6859765736649416), (22397, 0.681048409072484), (57539, 0.6806722125276986), (47320, 0.679485951794789), (9361, 0.6794037795079432), (47730, 0.6780264772763527), (13443, 0.6769646700099616), (34870, 0.6767006077971783), (19098, 0.6759088146780388), (33269, 0.6751534637524244), (54751, 0.6750954254299603), (43382, 0.6733472020403418), (59916, 0.6681177646687805), (50575, 0.6678474613835982), (21108, 0.6670940785111765), (20093, 0.6667245999468142), (53701, 0.6657827883452021), (52259, 0.6635636900593564), (29206, 0.6632602193064816), (54760, 0.6615674967068189), (34248, 0.6604053140619343), (31563, 0.659658722954033), (1723, 0.6587875472340958), (9349, 0.6559415498635109), (52809, 0.6541658552165982), (25629, 0.6541267731425804), (45578, 0.6515704522904392), (21364, 0.6510162942253765), (41832, 0.6507840630478872), (56622, 0.6507299916600141), (45345, 0.6504442151097682)]"
43076,[]
49148,[]
11208,[]
8427,[]
47185,"[(10803, 0.679291054726853)]"
18173,"[(29425, 0.7032688184625705), (58002, 0.699206925205574), (23130, 0.6953528944325947), (49032, 0.6598774287388248), (54230, 0.6549786292974207), (2200, 0.6543517243651888), (58123, 0.6529338834425765)]"
26240,"[(9361, 0.7537679362667947), (4036, 0.749609578896308), (34784, 0.7293472027387669), (49330, 0.7124915658883518), (42139, 0.7101114629584888), (28155, 0.7091546449711676), (50678, 0.7071209327245879), (47730, 0.706784650524344), (57539, 0.7055447712810354), (54182, 0.7029815535879974), (52359, 0.7011121000697081), (47061, 0.6999952929711539), (29969, 0.6962614274824894), (34196, 0.6926728624230959), (16553, 0.6922299995170009), (24319, 0.6913522911340609), (49658, 0.6838937693271651), (33875, 0.6829902014643401), (53546, 0.6822394025900892), (54760, 0.6801029461432107), (2864, 0.6770881627200416), (31563, 0.6748157048650179), (12892, 0.674623407877433), (13972, 0.6737456398267734), (25629, 0.6685736384374323), (21063, 0.6683751721404925), (8743, 0.6652508627684707), (16165, 0.6648794059492313), (19250, 0.6646858110975266), (56189, 0.6642670301811466), (24272, 0.6621133344321252), (21070, 0.6616763480367898), (1039, 0.6616003734784546), (31333, 0.6611395351686378), (45345, 0.6609635741680471), (54751, 0.6587585944009186), (34546, 0.6581271599045342), (27916, 0.6577958511363279), (13443, 0.6531559006694653), (55791, 0.6530909580039951), (58700, 0.652529213478195), (31145, 0.6524196626628487), (2200, 0.652131320422304), (30456, 0.6519783014824978), (43148, 0.6502898649676662)]"
11258,[]
4043,[]
15127,"[(36032, 0.6597199441419306)]"
22053,[]
22505,"[(5257, 0.7194078067633637), (7281, 0.71052660343146), (2200, 0.707706123313618), (36399, 0.706049952841677), (30740, 0.69854274585233), (43148, 0.6876125983778663), (51204, 0.6712974124821508), (36453, 0.668604442502804), (47209, 0.6656416343181369), (57513, 0.661537891353947), (1716, 0.6604263633007068), (19082, 0.6587281009399313), (54252, 0.6575163388820527), (25546, 0.6569720809144847), (50129, 0.6567774668816181), (13390, 0.6566857986263432), (25690, 0.6558539720341094), (23961, 0.6557275775039683), (46939, 0.654094332552383), (22452, 0.6519765866965961), (52376, 0.6515111724189526), (9361, 0.6509847618895228)]"
42615,"[(17887, 0.7522884739009754), (1455, 0.732558734913545), (48523, 0.7191166380532301), (27090, 0.7138400393159045), (48862, 0.7129977366297763), (14432, 0.7117643534243305), (14700, 0.7006897209728761), (18187, 0.6958881253869958), (30900, 0.6903052508068622), (8988, 0.6896820793765025), (58921, 0.6883245398417802), (40692, 0.6877154412788086), (40612, 0.6818570172116605), (20914, 0.6774136021374064), (49958, 0.6772449653371445), (47482, 0.6763937600196159), (55991, 0.6762964212344431), (16394, 0.676148868637832), (25315, 0.6741060847075271), (51124, 0.6677250272497336), (43300, 0.6670017903219351), (50783, 0.6666686183303927), (7935, 0.6657110326614434), (50450, 0.6650604222392019), (58268, 0.6641942189358996), (46889, 0.6631407275137184), (44332, 0.6621224501661022), (21220, 0.6606166404146626), (14161, 0.6589648956161265), (24575, 0.6585951105365321), (13576, 0.6565463145912483), (45915, 0.6546434368589216), (23379, 0.6541541247356324), (49112, 0.6540108488085793), (14796, 0.6531989652708272), (53626, 0.6520696877174645), (43954, 0.6507459647388502)]"
30456,"[(35938, 0.7303790155548514), (6298, 0.7110248503228951), (34147, 0.7091366668555599), (3704, 0.7069119918317749), (10644, 0.7016403313608824), (42144, 0.697871015907134), (29231, 0.6976546410220161), (16398, 0.6924652699689834), (35117, 0.6918884976517735), (35278, 0.6906170284276424), (44836, 0.6904882830613112), (24849, 0.6874689237779493), (55225, 0.6839489065001263), (19106, 0.6825924865177682), (21738, 0.6810540295388886), (2322, 0.6775477673677894), (30356, 0.6757744058976632), (11788, 0.6738771348805462), (45924, 0.6732759618672973), (49014, 0.6716544469652843), (20071, 0.6704870553085049), (51124, 0.6703966787573967), (40941, 0.6703879740218279), (58268, 0.6697774053912686), (34341, 0.6686897172524932), (30296, 0.6679334352245917), (9392, 0.6660403435865796), (10347, 0.6637749448940903), (15248, 0.6633293206748466), (34804, 0.6625021056161243), (1214, 0.66159329015506), (46075, 0.6606934426217355), (4958, 0.6606119637355456), (53915, 0.6594432295431923), (48523, 0.6589800665029836), (39095, 0.6576651125636689), (58941, 0.6576570017927477), (45951, 0.6553514710039497), (35284, 0.6540985926936086), (22741, 0.6532978881926679), (56833, 0.6524295810866603), (26240, 0.6519783014824978), (24292, 0.6509333042627267), (58928, 0.6503740339197073)]"
9965,"[(4801, 0.6765091315016228), (47194, 0.6601650082364703), (9008, 0.6580998974193596), (42439, 0.6521288316614764)]"
21805,"[(28494, 0.6644733887768572)]"
193,[]
5181,[]
24294,"[(54104, 0.6856964474024942), (6360, 0.6793574294155275)]"
31107,"[(23898, 0.6591514079516225), (57220, 0.6579581644408796), (3872, 0.6512503727453138)]"
46694,"[(29723, 0.7151740785110458), (10674, 0.6968363789604893), (11559, 0.6942268288036506), (12712, 0.6812792530161181), (48901, 0.6780926125070875), (52344, 0.6765960896426519), (8236, 0.6748973385298986), (39625, 0.6596067713396182), (45951, 0.654327607794732), (4297, 0.6524469814580139)]"
14094,[]
51185,[]
20768,"[(43912, 0.6785283086350967), (24332, 0.6539350624897032), (17076, 0.6509188041581685)]"
19928,"[(3872, 0.6950841674462702), (13661, 0.6807760750263198), (31185, 0.6720266778458057)]"
27528,[]
4541,"[(24070, 0.6685805969779723), (27003, 0.650846271795895)]"
34174,"[(17488, 0.999999999999206), (41572, 0.999999999999206), (4313, 0.999999999999206), (3177, 0.999999999999206), (59757, 0.999999999999206), (41774, 0.999999999999206), (31812, 0.999999999999206), (56275, 0.999999999999206), (16305, 0.999999999999206), (35867, 0.999999999999206), (49495, 0.999999999999206), (24993, 0.999999999999206), (32359, 0.999999999999206), (31730, 0.9999999999990123), (54372, 0.9999999999990123)]"
22213,"[(54182, 0.6644342359274938), (52359, 0.6633632571052969), (4036, 0.6575813385040629), (25083, 0.6564440991387455)]"
33720,"[(15465, 0.6505679802053116)]"
18940,"[(31666, 0.7239370790694846), (40370, 0.6658235072396073), (39018, 0.6505454857870892)]"
50541,"[(18534, 0.6754356064444651), (6621, 0.6590338685763504)]"
15158,[]
4889,"[(52359, 0.7135536274975071), (57744, 0.7020635497724141), (49658, 0.6944700758487534), (21093, 0.6917664809737355), (48719, 0.6855159701553244), (34196, 0.6774253471187932), (31333, 0.6717953108748602), (2200, 0.6705438247126639), (50811, 0.6691970754925161), (54760, 0.6685727233692788), (33269, 0.6673029711506315), (7896, 0.6639368809317023), (53546, 0.6636392912464171), (22452, 0.6583098700629123), (35596, 0.6582632337763106), (50678, 0.6562200092297642), (42371, 0.654788114784281), (34502, 0.6526724295560615), (8789, 0.6507804019992378)]"
28973,"[(34196, 0.6938173851177324), (23961, 0.6857769970027839), (47036, 0.6853497411036198), (13064, 0.6750935075146671), (19082, 0.6705363182440975), (25690, 0.6704495188821297), (36453, 0.6608795793916472), (1716, 0.6608017242920394), (27476, 0.6504804542133712)]"
3171,"[(1479, 0.6709490172002849)]"
30087,"[(13661, 0.6846407181957285), (51949, 0.6733747990351585), (31185, 0.6591021908010287), (3872, 0.65409141166608)]"
45454,"[(45586, 0.6873991236731002), (33109, 0.6662819419496961), (44449, 0.654801094312841)]"
47194,"[(3369, 0.6914622293992787), (6990, 0.6835604938237645), (11559, 0.6747101550385377), (23764, 0.6676279897307705), (29920, 0.6651794203314054), (9965, 0.6601650082364703), (9044, 0.6579219367420772), (55588, 0.6556635986945908), (8236, 0.652560062475285), (4297, 0.6521987195100473)]"
41570,"[(34, 0.7346049751968247), (15853, 0.7327183788687237), (3542, 0.730041427923235), (7968, 0.7205825629308197), (11485, 0.7190098407008835), (50924, 0.718747130758795), (7365, 0.7161480995377247), (52359, 0.7109564643994777), (36991, 0.7092718262658436), (49014, 0.7089617757480116), (8920, 0.7086556118565109), (54182, 0.7063097691740764), (37078, 0.7059657528872659), (21063, 0.7051073273964027), (17869, 0.7022332964719404), (50678, 0.7018728936393109), (40627, 0.7013249052102926), (17701, 0.7009178464411492), (58778, 0.6995147869517784), (39123, 0.6961126601693916), (7291, 0.6949790259886206), (22592, 0.6946847199441267), (47061, 0.6935580609772085), (18299, 0.6930636686512018), (44667, 0.6921983144773041), (33321, 0.6912570220091476), (22397, 0.6897905444096186), (54760, 0.6888125718582438), (48785, 0.688686915745013), (8146, 0.6880949520981955), (23922, 0.6879411860355082), (12790, 0.6872076196142634), (54751, 0.6866912730689718), (24419, 0.6857277809591722), (31889, 0.6852757889767508), (16165, 0.6852231869383537), (7896, 0.6834078581605367), (16914, 0.6832560998047806), (9349, 0.6795437352965158), (15199, 0.6792136160333427), (29206, 0.6787671622552215), (31185, 0.6786396660407498), (26583, 0.67674035198764), (30359, 0.675863985056653), (34870, 0.6740849093138627), (48244, 0.6740263094319688), (5848, 0.6739728256627799), (42371, 0.6725230889455576), (4958, 0.6724616891352265), (40545, 0.672282580530813), (2737, 0.6722540280238644), (7765, 0.6706101031381044), (35676, 0.6704302698848534), (53546, 0.6704254233925737), (36171, 0.6695875759205173), (5719, 0.6695613167827472), (17455, 0.6689699730229146), (37113, 0.6688500452407655), (2110, 0.6687947367187547), (41833, 0.6682074615991622), (15174, 0.6669551332039612), (34785, 0.6667901219649442), (51067, 0.666622205026577), (42439, 0.6656833839727806), (4570, 0.6646646456055991), (2864, 0.6644161656694512), (28068, 0.663868130448653), (39625, 0.6633741297420291), (52809, 0.6632870479515062), (55699, 0.662750471152253), (15560, 0.6624077423257932), (22814, 0.6623660125440973), (44634, 0.6622877288469755), (49826, 0.662008962119252), (5175, 0.6610338292050102), (16903, 0.6607117680674032), (25712, 0.6606586706856309), (4605, 0.6597612517644815), (955, 0.6594252649046958), (14164, 0.6585426792715696), (40370, 0.6584202392034249), (50576, 0.6575160428067173), (11380, 0.6566612514763743), (23671, 0.6564129893975524), (29055, 0.6560936359249887), (34609, 0.6558971428500282), (11818, 0.6555087909278661), (47937, 0.6550390834563132), (27546, 0.6548367628257042), (2310, 0.6545468770898153), (59406, 0.6541559074415613), (28862, 0.6540341765241279), (47730, 0.6539847249087717), (59048, 0.6536438203521456), (41275, 0.6534975665887505), (16023, 0.6532344589762226), (21932, 0.6531422267404414), (32231, 0.6531350923399089), (53701, 0.6525282600467762), (56982, 0.6523405284608306), (20483, 0.6522296330519181), (45915, 0.6520974296069793), (21199, 0.6514929717814708), (52839, 0.650504139844989)]"
16871,"[(7117, 0.7630040247913609), (29916, 0.7346852464255432), (29425, 0.7111814151067315), (16257, 0.6948088772395938), (26780, 0.6906139536533549), (34628, 0.6902882370601195), (54230, 0.6893575403227997), (27476, 0.6884769865450158), (17585, 0.686273610316086), (20512, 0.6851379528976153), (1168, 0.68483101465776), (30851, 0.6839091225238577), (22288, 0.6826152866487543), (13374, 0.6786883519167408), (33020, 0.6765270969578164), (12196, 0.6721223289122105), (24458, 0.671889950284152), (10254, 0.6686861557017288), (22101, 0.6658868111970953), (25124, 0.6649664138472489), (9008, 0.66478871490553), (41456, 0.6642384482782429), (43250, 0.6640560162555645), (23004, 0.6635199009543388), (53042, 0.6596680805849752), (50129, 0.6587672507977389), (36137, 0.6546615618935526), (50436, 0.6546510494029001), (25423, 0.650935422618456)]"
38658,"[(11788, 0.73595003216576), (30989, 0.7123035136726138), (22564, 0.7065335762348359), (49014, 0.6925333411403707), (9537, 0.6891307398019557), (12712, 0.6867188517920205), (50105, 0.6858046795985512), (56681, 0.6855426383780879), (15923, 0.6821846411181508), (20483, 0.6800094348798524), (55225, 0.6708952113197554), (9095, 0.6708003045118155), (48768, 0.6678275224930649), (27003, 0.6669043386999698), (55541, 0.6641879992538611), (2782, 0.6630856654848147), (48785, 0.6612818262026622), (4958, 0.6607253327579359), (37602, 0.6605480914363293), (15248, 0.6596194126087414), (48244, 0.6580386199171648), (8236, 0.6568991056801818), (45989, 0.6568401639662395), (45951, 0.6559642921645613), (13071, 0.6554987214861144), (12677, 0.6547467619097679), (11887, 0.6545910708375109), (20071, 0.6536676552260017), (1583, 0.6533386340808528), (56102, 0.652555433195574), (29124, 0.652213107740223)]"
43148,"[(11788, 0.78283052021486), (14706, 0.7181796834958006), (27546, 0.7104802094908717), (42144, 0.7099998486876408), (10644, 0.7084995482998737), (37139, 0.7069415207915271), (56102, 0.7049864689381015), (24292, 0.7045588394177398), (45989, 0.7029619857063328), (58941, 0.700611985290842), (16507, 0.7001057175546059), (55225, 0.6970496059705719), (44034, 0.6959320564890121), (11887, 0.6958656667048038), (48244, 0.6953583543876051), (28556, 0.6935317953999408), (51102, 0.693047104235623), (22592, 0.691881633232639), (4570, 0.6917747364823784), (4958, 0.6915107936976675), (2322, 0.6914032281379627), (12712, 0.6911339897910217), (34147, 0.6901527716387018), (48848, 0.6892789757089987), (54795, 0.689049014402074), (35284, 0.6885313123976269), (27004, 0.6883284743466325), (22505, 0.6876125983778663), (58268, 0.6868488453386266), (52513, 0.6864637727979105), (35278, 0.68632014413699), (49014, 0.685924482157155), (29055, 0.6852992229389984), (9095, 0.6840421118688931), (55541, 0.6838344954866664), (45924, 0.6831661764547773), (22799, 0.6830202211843273), (18724, 0.6820151147007842), (29231, 0.6810859249653263), (56051, 0.6799178227761503), (35938, 0.6795713204774708), (14266, 0.6787621383859951), (8988, 0.6787541520887168), (36336, 0.6780260629279226), (44836, 0.677994402421324), (11285, 0.6777045371120244), (14164, 0.6776286601384863), (31950, 0.6772454890193387), (20317, 0.6729532710152561), (46075, 0.672680693550461), (21437, 0.6725921269175724), (3320, 0.6725752452509239), (53915, 0.6720546966522026), (48768, 0.6708219172049846), (37602, 0.6704593903866944), (33722, 0.6694829458877951), (42160, 0.6693726158661137), (43954, 0.6689577077866878), (16398, 0.6688408605001799), (23648, 0.6684021979096479), (13576, 0.6667329108100111), (110, 0.6663249254263288), (54986, 0.6660263392859513), (45951, 0.6652144524583632), (38863, 0.6651667232614148), (9044, 0.6647386532385829), (1552, 0.664498406387783), (30296, 0.6644523802138277), (34785, 0.6636049146629189), (27003, 0.6621261025512714), (3704, 0.6619953466489313), (15248, 0.6619778765935364), (20376, 0.6612863664719245), (5988, 0.660554517376188), (36199, 0.6599344177134235), (38005, 0.6598414818694617), (18961, 0.6597922146618208), (50105, 0.65908670245156), (2310, 0.6589007986835097), (30356, 0.6587683714003909), (59208, 0.6587670781798103), (10641, 0.6585802809207154), (6298, 0.6581008373551868), (22814, 0.6568415068369088), (12677, 0.6568132828837729), (50663, 0.656811148936914), (56681, 0.6562000585307372), (44126, 0.6558392370425467), (28679, 0.655382751180156), (1214, 0.655016595912774), (19994, 0.6546154939272015), (48354, 0.6528879130279315), (22564, 0.652724996660003), (38964, 0.6526742522415655), (17251, 0.6526054165903181), (19112, 0.6525670033295701), (17555, 0.6525589372350998), (14432, 0.6522686263679193), (49112, 0.6508956662288402), (26240, 0.6502898649676662), (40545, 0.6501419898378094)]"
4442,"[(18794, 0.6518676094543066)]"
20623,"[(4771, 0.7284626672646778), (17455, 0.706596965435289), (29916, 0.6969762765059538), (11750, 0.6908459591604355), (17701, 0.6897160148339594), (37113, 0.6836779031786774), (9349, 0.6725915530752942), (14721, 0.6695052950947387), (14435, 0.6690344632007643), (31185, 0.6685722584256861), (39735, 0.6678861785769251), (40370, 0.6653834787911849), (10942, 0.6595949704100349), (30782, 0.6559919648373771), (47995, 0.6543136848288722), (33582, 0.6542962251861678), (34870, 0.6527210090912737), (8146, 0.6507865870712148), (7896, 0.6500473904139845)]"
3075,"[(11491, 0.7018471368455783), (59208, 0.69031307112934), (44028, 0.6890293016155403), (46683, 0.6766316934789043), (57042, 0.6670809901981121), (22592, 0.65714342552731), (8583, 0.6567650595631771), (2155, 0.6557568875084725), (16656, 0.6540727922966475), (3542, 0.6506877914848692)]"
20971,[]
44412,"[(5257, 0.7157433660643515), (53504, 0.7142451462662899), (53841, 0.6974302723869157), (9361, 0.693848218764306), (22452, 0.6867850504789504), (36137, 0.6867538861039608), (42139, 0.6779483408740213), (28155, 0.661163121888833), (30740, 0.6610412576235438), (29425, 0.6533951468940358), (14198, 0.652397165338604)]"
25629,"[(30356, 0.7549407486070481), (2322, 0.7545012815056329), (55225, 0.7259051796987466), (16312, 0.7224606545221258), (33250, 0.721309293835255), (29124, 0.7061372000840875), (1552, 0.7031220450259345), (4322, 0.7015130030062448), (14164, 0.7008591882299285), (22592, 0.7004213081863817), (16656, 0.6967227930826929), (44952, 0.6964039659570387), (36991, 0.6941183442231781), (43684, 0.693981801515072), (1214, 0.692864672659178), (40941, 0.6926890314662284), (58268, 0.6915536633861453), (30082, 0.6871172614096582), (3320, 0.6864141079925934), (10590, 0.6847973655452464), (58465, 0.6847545711889724), (34804, 0.6816256974814406), (35284, 0.6810241497632936), (45615, 0.6755082750170668), (27004, 0.6736605516002601), (19143, 0.6724187952279307), (35278, 0.66957349748165), (26240, 0.6685736384374323), (13036, 0.6683243912749476), (24292, 0.667201580912464), (17869, 0.6661233032305081), (11788, 0.6646397026024701), (49826, 0.6631949886483668), (32231, 0.6627873246420319), (1637, 0.6581596380877412), (34785, 0.6578904943683715), (6298, 0.65768177389756), (37839, 0.6574614911301402), (47611, 0.6544804765975853), (8871, 0.6541267731425804), (38005, 0.6518636818769107)]"
59212,[]
54760,"[(4958, 0.7867648268968547), (3542, 0.7746138880847352), (34, 0.7671686529391488), (45656, 0.7588035503621755), (57192, 0.7451147721131334), (44610, 0.7436633552123366), (11781, 0.7391014941899923), (27004, 0.735072088460831), (23671, 0.7329190218270025), (11485, 0.7312000673484067), (58778, 0.7311615263617824), (34785, 0.7286323626912187), (32231, 0.7273761852592678), (58941, 0.7271976428156183), (23488, 0.7256637743541643), (22592, 0.7244207428002668), (55588, 0.7233582826168561), (28236, 0.7188842850692583), (6592, 0.7177773525312945), (4570, 0.7124980286791596), (22814, 0.7052748829444533), (30296, 0.7050603174973169), (44324, 0.7046340875973207), (40094, 0.7031082079384524), (49499, 0.702088777945808), (27546, 0.7020130050868546), (39625, 0.7020112676332677), (46683, 0.700573899792292), (59048, 0.7001371777509144), (49792, 0.6983470824799317), (5175, 0.6971010224374588), (21701, 0.6970830164194655), (28445, 0.6966159348770259), (8920, 0.6962453102815946), (17869, 0.6962170719571491), (15560, 0.6953840698547188), (1419, 0.6946227547279035), (8943, 0.6942239953894834), (1637, 0.6939793381262768), (9050, 0.6930024003286795), (36991, 0.6925132622775789), (35830, 0.6904088942135346), (17159, 0.6900029010828651), (29055, 0.6884538499293238), (36973, 0.6874279540276421), (38777, 0.6872802416010115), (26658, 0.6863665362892575), (12712, 0.6855374510378115), (8057, 0.6853551200784335), (7291, 0.6850179272681347), (37839, 0.6832032583595862), (28679, 0.6824869887429287), (59208, 0.682407232417716), (48785, 0.6823513531440057), (3389, 0.6816000567097616), (33722, 0.6807475218754685), (58268, 0.6801417987674407), (26240, 0.6801029461432107), (20139, 0.6798480348080471), (42668, 0.6793474676199169), (54164, 0.677976918414036), (19143, 0.6773386593785783), (26895, 0.6768296632668617), (34341, 0.6766642016788985), (21191, 0.6754354614320445), (37720, 0.6749241431267056), (49014, 0.674302478248006), (16349, 0.6736670252294246), (40545, 0.6734796912091255), (47600, 0.6732343891649202), (38005, 0.6726068383062641), (33321, 0.6725321063208669), (52513, 0.6696225987820206), (40627, 0.6687882856755221), (4889, 0.6685727233692788), (50369, 0.6671993012693388), (6780, 0.6667514356575719), (30082, 0.6662992884489389), (49826, 0.6662652202504167), (5483, 0.6659309484631268), (12068, 0.6657500392593516), (44028, 0.6649801487349627), (43889, 0.6645353435928071), (56206, 0.6644893993949456), (21443, 0.6638655861789131), (34609, 0.663787003327846), (28862, 0.663663521659093), (31448, 0.6633127878843069), (8964, 0.6628010998468812), (48244, 0.6627757340027147), (12790, 0.6620697426669279), (6307, 0.6620390081086699), (44952, 0.6617641962461472), (13266, 0.6615747242822477), (8871, 0.6615674967068189), (45915, 0.6613682714885966), (22741, 0.6612726724126727), (3704, 0.6601213484511452), (6298, 0.6595091477819851), (59943, 0.6590791785864489), (30359, 0.6586840614929925), (23805, 0.6582402301244392), (41551, 0.6581803048872422), (1902, 0.6581021761859696), (24849, 0.6580056320138467), (7576, 0.6572993605962822), (10807, 0.6569763940901059), (40566, 0.6566317876284333), (3296, 0.6565154796097242), (49806, 0.6563674043708226), (34147, 0.6561940449474146), (19161, 0.6561292896208607), (15853, 0.6551439373948064), (24419, 0.6545679795776511), (56102, 0.6545397398322034), (31950, 0.6543755835218137), (12271, 0.6540778559273541), (21473, 0.6539848073712552), (21199, 0.6539268629366796), (11361, 0.6530076057775829), (50880, 0.652657417452228), (7287, 0.6524689310167643), (38964, 0.6524524047136432), (57422, 0.652079172954715), (7968, 0.6518797114637974), (3320, 0.6516926222196272), (58533, 0.6516807732203339), (20317, 0.6501489309763259)]"
